"Data Source","World Development Indicators",

"Last Updated Date","2019-07-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Mongolia","MNG","Population, male","SP.POP.TOTL.MA.IN","469843","482991","497420","512828","528765","544930","561182","577620","594389","611745","629856","648777","668395","688513","708877","729288","749690","770152","790791","811761","833204","854905","876821","899344","923030","948150","975051","1003238","1031151","1056647","1078255","1095368","1108542","1118990","1128513","1138455","1149257","1160632","1172405","1184143","1195602","1206858","1218252","1230116","1242891","1256919","1272241","1288878","1307107","1327251","1349490","1373916","1400284","1428025","1456349","1484623","1512621","1540309","1567439",
"Northern Mariana Islands","MNP","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Population, male","SP.POP.TOTL.MA.IN","3510776","3587800","3668770","3753181","3840300","3929618","4021151","4115150","4211632","4310638","4412328","4515785","4621171","4730888","4848245","4975092","5111415","5254838","5401845","5547665","5688054","5826320","5961884","6082483","6172100","6221804","6222804","6185128","6141611","6137227","6203288","6353624","6576603","6846780","7125937","7386413","7620175","7836212","8044199","8260163","8495565","8752535","9026047","9312112","9604484","9898725","10194103","10492620","10795899","11106475","11426426","11755918","12094977","12445361","12809190","13187936","13582435","13992248","14415846",
"Mauritania","MRT","Population, male","SP.POP.TOTL.MA.IN","421210","434057","447327","461049","475261","489968","505197","520930","537140","553778","570823","588265","606111","624415","643210","662540","682403","702789","723747","745328","767545","790448","813992","838058","862471","887108","911960","937058","962445","988170","1014290","1040843","1067900","1095540","1123880","1153031","1183026","1213956","1246040","1279512","1314572","1351338","1389832","1429988","1471696","1514889","1559517","1605641","1653390","1702985","1754521","1808042","1863413","1920374","1978561","2037686","2097632","2158409","2219973",
"Mauritius","MUS","Population, male","SP.POP.TOTL.MA.IN","328768","339616","349573","359020","367995","376536","384721","392580","400020","406937","413260","418947","424062","428970","434209","440118","446677","453738","459725","468020","476337","483939","490517","495764","501706","506528","511054","515473","519532","523937","527992","533937","541116","547550","555094","559549","564789","571240","576555","583281","588549","592920","596917","601249","605075","608714","611590","614412","616659","618313","619791","620782","622486","623793","624774","625354","625417","625519","625330",
"Malawi","MWI","Population, male","SP.POP.TOTL.MA.IN","1771878","1815240","1860238","1906941","1955410","2005702","2057971","2112296","2168648","2226972","2287283","2349541","2413970","2481180","2551931","2626798","2707280","2793534","2883182","2972854","3060877","3142762","3220751","3307648","3420933","3571274","3767022","3999595","4242301","4458084","4621421","4721326","4768656","4786491","4808926","4860708","4949479","5067839","5207457","5354271","5498206","5637645","5777101","5919624","6070036","6231764","6405378","6589342","6782426","6982679","7188568","7400025","7617203","7839022","8064211","8291972","8521628","8753621","8989600",
"Malaysia","MYS","Population, male","SP.POP.TOTL.MA.IN","4152225","4284336","4422913","4564743","4705519","4842175","4973717","5101132","5225858","5350188","5476047","5603537","5732700","5865294","6003473","6148725","6302758","6465349","6633919","6804634","6975173","7143610","7311961","7486521","7675979","7886106","8119774","8373879","8640817","8909739","9172841","9427014","9674618","9919951","10169746","10428677","10697962","10975216","11257108","11538834","11816912","12089490","12357515","12623642","12891930","13164875","13443737","13726243","14007145","14279182","14537206","14779155","15006754","15223354","15434202","15643244","15851302","16057426","16261684",
"North America","NAC","Population, male","SP.POP.TOTL.MA.IN","98560580","100196919","101739395","103211447","104651623","105959498","107182022","108335846","109390840","110418408","111667694","113225279","114425505","115532417","116619303","117782756","118880070","120013678","121192008","122444068","123611753","124840435","126070314","127255821","128385823","129528683","130715191","131903801","133114841","134463373","136040564","137885965","139836921","141734221","143543924","145319497","147078116","148901946","150668692","152427176","154172220","155785424","157324103","158746104","160274876","161807476","163419831","165015146","166633307","168174010","169656886","170977824","172344751","173657732","175035791","176381160","177780124","179063914","180362050",
"Namibia","NAM","Population, male","SP.POP.TOTL.MA.IN","313055","320494","328284","336428","344905","353713","362771","372085","381856","392367","403763","416208","429536","443123","456095","467883","478338","487752","496588","505520","515108","525293","536114","548312","562798","580148","600737","624135","649130","674014","697532","719223","739351","758218","776424","794399","812239","829724","846614","862551","877332","890882","903454","915643","928269","941927","956874","972994","990117","1007915","1026150","1044799","1063954","1083663","1103981","1124962","1146609","1168847","1191550",
"New Caledonia","NCL","Population, male","SP.POP.TOTL.MA.IN","41644","42799","43944","45136","46369","47592","49114","50630","52137","54425","58549","62682","65520","67044","68297","69010","69691","70621","71273","71654","72313","73513","74937","76339","77725","79046","80438","81973","83522","85150","87183","89486","91795","94238","96792","98959","100771","102585","104368","106162","107983","109830","111694","113409","115025","116783","118678","120689","122754","124621","126687","129023","131270","133442","135466","137491","139440","141234","142995",
"Niger","NER","Population, male","SP.POP.TOTL.MA.IN","1596477","1647395","1700681","1756063","1813065","1871349","1930940","1991972","2054364","2118051","2183010","2249100","2316427","2385560","2457253","2532010","2610233","2691676","2775452","2860270","2945290","3030515","3116574","3203989","3293514","3385935","3481420","3580555","3685027","3796973","3917979","4048866","4189578","4339743","4498566","4665476","4840694","5024580","5216734","5416624","5624010","5838942","6061919","6293717","6535376","6787786","7051278","7326165","7613384","7914001","8228821","8558399","8902793","9261630","9634229","10020153","10419468","10832522","11259399",
"Nigeria","NGA","Population, male","SP.POP.TOTL.MA.IN","22530519","22995831","23482264","23987527","24508361","25042954","25592264","26159109","26746066","27356483","27994020","28655700","29344027","30074363","30866746","31733539","32683925","33708736","34779388","35855964","36910323","37931032","38927843","39919683","40935537","41996328","43108131","44263840","45455570","46670542","47899919","49142873","50404447","51688666","53001494","54347904","55730282","57149601","58608021","60107559","61650506","63238292","64873769","66562280","68310213","70122352","72000551","73944583","75954292","78028628","80166240","82367438","84631131","86952670","89325983","91746295","94211888","96722646","99277592",
"Nicaragua","NIC","Population, male","SP.POP.TOTL.MA.IN","884947","913602","942757","972464","1002836","1033955","1065811","1098445","1132084","1167006","1203424","1241372","1280770","1321545","1363583","1406762","1451006","1496216","1542097","1588311","1634566","1680844","1727067","1772861","1817746","1861440","1903604","1944439","1984908","2026362","2069718","2115323","2162719","2210905","2258454","2304310","2348214","2390436","2431027","2470189","2508119","2544773","2580218","2614938","2649597","2684693","2720416","2756729","2793690","2831255","2869393","2908151","2947534","2987374","3027456","3067576","3107705","3147834","3187787",
"Netherlands","NLD","Population, male","SP.POP.TOTL.MA.IN","5719411","5796264","5881074","5962856","6045069","6130239","6212009","6283660","6349786","6424013","6504150","6581838","6648356","6702695","6753686","6811357","6861110","6897151","6934187","6976434","7026168","7069026","7096237","7118346","7142438","7172398","7209731","7253886","7300007","7343836","7395215","7455151","7513864","7568854","7616824","7656126","7692331","7732175","7779821","7831738","7888406","7949248","8001686","8041440","8071548","8092628","8107946","8128046","8162204","8206599","8250868","8291155","8323328","8349342","8381304","8421098","8469424","8523714","8577737",
"Norway","NOR","Population, male","SP.POP.TOTL.MA.IN","1783839","1798154","1812675","1826354","1840019","1854065","1868494","1883652","1898955","1913903","1927315","1940414","1954901","1968224","1979990","1990339","1998954","2006565","2013295","2019157","2024609","2030502","2036871","2042577","2047484","2053006","2060026","2069642","2080940","2089721","2097050","2107099","2119278","2131933","2144241","2155741","2167305","2179930","2193889","2209813","2224846","2236487","2248751","2262276","2276525","2293747","2314882","2342326","2375610","2409875","2444129","2479954","2516549","2550797","2583169","2612219","2638314","2662423","2683768",
"Nepal","NPL","Population, male","SP.POP.TOTL.MA.IN","5032620","5114715","5197383","5281815","5369513","5461688","5558809","5661025","5768790","5882504","6002443","6128879","6261802","6400810","6545277","6694677","6848792","7007572","7170822","7338410","7510120","7687163","7869541","8054566","8238564","8419701","8594064","8764161","8942018","9144090","9380822","9657919","9968112","10292952","10606535","10890185","11136205","11349582","11539675","11721588","11905883","12094558","12282228","12463220","12629237","12774089","12900430","13010429","13097587","13153946","13176719","13161046","13115824","13068792","13057102","13107075","13227911","13411113","13643131",
"Nauru","NRU","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Population, male","SP.POP.TOTL.MA.IN","1191849","1215493","1246383","1270965","1297329","1318191","1341100","1364178","1375055","1386340","1404395","1424848","1449753","1477978","1508636","1537622","1550441","1554261","1553632","1546411","1547260","1552243","1566841","1587322","1599894","1608211","1605744","1617194","1619180","1624990","1638887","1720042","1738667","1759589","1783855","1810195","1838286","1861136","1875873","1883874","1893349","1903193","1935416","1973177","2002295","2025036","2050357","2070484","2089325","2111545","2136257","2153525","2166124","2183432","2217108","2259704","2307810","2357337","2402287",
"OECD members","OED","Population, male","SP.POP.TOTL.MA.IN","387038253","393220352","398738174","404240643","409719204","415009110","420020384","424815441","429143296","434335390","439058570","444280103","449386544","454047804","459221629","464117423","468300174","472557616","476807696","481130196","485415372","489676036","493758107","497677882","501426489","505192810","509092596","512960079","516880986","521032235","525444118","530276252","535042700","539594146","543937183","548223815","552387121","556541239","560561759","564618048","568620417","572827813","577107618","581361814","585625729","589849925","594245436","598713024","603391104","607683718","611676698","614772135","618603438","622598790","626785142","630942214","635175318","639036638","642821368",
"Oman","OMN","Population, male","SP.POP.TOTL.MA.IN","273280","279257","285658","292447","299589","307097","315061","323657","333110","343688","355656","369021","383961","401072","421122","444610","471722","502209","535599","571188","608387","647314","687926","729285","770186","809903","846827","881310","916860","958362","1008694","1070550","1141249","1211823","1269923","1307239","1320519","1314019","1296242","1279538","1273241","1280852","1301057","1332726","1373010","1420343","1472995","1533254","1608020","1706570","1834539","1994852","2182388","2384627","2583970","2766948","2929158","3072240","3196404",
"Other small states","OSS","Population, male","SP.POP.TOTL.MA.IN","4431496","4513556","4598454","4686027","4777110","4870741","4966026","5063337","5164984","5270383","5379941","5495037","5613934","5735126","5858744","5986090","6114858","6246653","6382353","6527229","6682036","6845804","7019643","7200228","7389730","7591748","7805839","8030342","8256918","8477923","8685291","8882117","9057136","9218883","9381577","9542704","9708974","9882013","10058958","10249107","10443777","10633777","10829267","11041513","11289545","11586375","11938117","12337687","12765366","13187889","13586121","13949522","14289581","14612940","14933269","15261134","15595036","15934240","16273640",
"Pakistan","PAK","Population, male","SP.POP.TOTL.MA.IN","24099314","24639191","25208696","25806647","26431650","27082777","27760846","28466512","29198816","29956509","30739593","31548137","32385259","33258002","34175507","35144978","36167421","37242828","38375785","39571307","40831857","42159246","43549489","44991796","46471452","47976868","49506380","51060255","52631477","54212298","55798474","57381533","58965008","60571210","62231101","63964926","65783100","67673469","69606239","71539200","73442223","75305080","77137659","78954511","80778802","82627798","84505356","86406997","88332117","90278231","92244087","94228676","96234581","98268103","100337439","102447277","104599343","106788356","109003098",
"Panama","PAN","Population, male","SP.POP.TOTL.MA.IN","578275","595453","613193","631470","650264","669533","689258","709417","730027","751124","772710","794813","817359","840237","863261","886307","909321","932323","955409","978705","1002302","1026240","1050474","1074937","1099510","1124137","1148782","1173508","1198383","1223515","1248985","1274803","1300968","1327547","1354606","1382209","1410386","1439097","1468218","1497571","1527021","1556538","1586132","1615848","1645745","1675877","1706243","1736851","1767668","1798689","1829898","1861238","1892716","1924518","1956850","1989839","2023555","2057842","2092347",
"Peru","PER","Population, male","SP.POP.TOTL.MA.IN","5103786","5250419","5402658","5559833","5721037","5885579","6053171","6223959","6398288","6576685","6759515","6946767","7138174","7333419","7532117","7733907","7938649","8146257","8356498","8569135","8783947","9000624","9219006","9439249","9661643","9886279","10113140","10341770","10571237","10800339","11028165","11253361","11475755","11696870","11919006","12143251","12370762","12599351","12822779","13032687","13223233","13392552","13542945","13678071","13803572","13924091","14041645","14156783","14271063","14385835","14502868","14620629","14741216","14874070","15031387","15220580","15447080","15704907","15975932",
"Philippines","PHL","Population, male","SP.POP.TOTL.MA.IN","13220389","13681387","14155216","14638397","15126196","15615388","16104589","16595273","17090686","17595563","18113407","18645669","19191624","19750020","20318717","20896418","21482733","22079043","22687901","23312715","23955939","24617948","25297868","25995186","26708942","27437996","28182471","28941369","29711141","30487204","31266184","32046141","32827416","33611783","34402165","35200514","36006871","36819724","37637587","38458407","39280481","40103313","40926637","41749281","42569952","43387713","44200976","45009581","45815629","46622233","47431057","48243364","49056871","49865494","50661036","51437788","52193172","52929236","53650647",
"Palau","PLW","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Population, male","SP.POP.TOTL.MA.IN","1166442","1186452","1207514","1229753","1253345","1278453","1305115","1333251","1362779","1393560","1425497","1458571","1492826","1528408","1565517","1604306","1644755","1686816","1730511","1775875","1822889","1871591","1921861","1973356","2025596","2078240","2131216","2184596","2238393","2292643","2347450","2402635","2458283","2515053","2573839","2635192","2699649","2766885","2835626","2904082","2971080","3035888","3099196","3162916","3229767","3301604","3379209","3461699","3547278","3633295","3717862","3800372","3881393","3961654","4042390","4124435","4207936","4292540","4378122",
"Poland","POL","Population, male","SP.POP.TOTL.MA.IN","14335301","14507131","14683755","14885973","15098247","15250903","15369484","15521486","15674013","15800751","15861309","15924398","16062683","16215537","16377521","16545289","16713716","16876705","17011784","17149939","17311526","17473617","17640641","17812602","17979180","18126959","18251255","18352953","18426145","18489203","18558108","18620290","18673566","18716952","18751831","18772033","18780543","18786623","18786515","18777263","18573611","18558809","18539680","18516409","18495481","18478569","18459673","18443894","18441750","18450123","18393520","18399464","18395639","18380992","18364057","18349081","18338890","18339220","18339296",
"Pre-demographic dividend","PRE","Population, male","SP.POP.TOTL.MA.IN","93033218","95162666","97387202","99707877","102124804","104639238","107256441","109981845","112817775","115766044","118830881","122001520","125284872","128719115","132355394","136224207","140351811","144712380","149219540","153753913","158233070","162631732","166986586","171354525","175821408","180455660","185260570","190233012","195426526","200904787","206707168","212878083","219395437","226150722","232990292","239809981","246564372","253305541","260145949","267247728","274727579","282632544","290928220","299552101","308405692","317422611","326577827","335910486","345493697","355430878","365792425","376605088","387835048","399417636","411258470","423287523","435483981","447864251","460440280",
"Puerto Rico","PRI","Population, male","SP.POP.TOTL.MA.IN","1165549","1183683","1205861","1229806","1251900","1270039","1284666","1294979","1303611","1315027","1331868","1353380","1379911","1409295","1437915","1463471","1486342","1506476","1524692","1542464","1560736","1579409","1598155","1616519","1633894","1649833","1664086","1676907","1688834","1700664","1712909","1722935","1732598","1746239","1761698","1777167","1796300","1812190","1821754","1829987","1834098","1836970","1838195","1838251","1837773","1834642","1826843","1816501","1806414","1797137","1788473","1768113","1746904","1726963","1698951","1669306","1637343","1598292","1536029",
"Korea, Dem. People’s Rep.","PRK","Population, male","SP.POP.TOTL.MA.IN","5279170","5403447","5509265","5608515","5719679","5855746","6018840","6202693","6401765","6607588","6813292","7018536","7223371","7421782","7606560","7773012","7917773","8043125","8157112","8271335","8394228","8528728","8672580","8822809","8974358","9123619","9269210","9412647","9556531","9704658","9859248","10021816","10189995","10357423","10515412","10657909","10782017","10889927","10986955","11081010","11177727","11279142","11383144","11486264","11583200","11670344","11746635","11813994","11875315","11934812","11995573","12058488","12122766","12187798","12252378","12315576","12377384","12438071","12497294",
"Portugal","PRT","Population, male","SP.POP.TOTL.MA.IN","4238063","4270730","4300526","4316703","4317055","4296185","4258999","4225932","4201745","4159813","4121703","4106260","4104705","4112667","4177878","4347166","4479793","4534551","4590114","4645098","4700101","4744349","4775627","4799062","4818121","4831467","4835619","4833683","4827873","4820155","4809308","4798327","4795112","4801793","4815630","4833192","4852005","4874099","4899342","4928385","4965375","5004038","5035907","5058740","5072460","5079962","5083325","5084182","5080000","5072286","5062088","5042279","5009660","4970936","4934742","4907358","4887847","4874667","4866707",
"Paraguay","PRY","Population, male","SP.POP.TOTL.MA.IN","937448","963232","989967","1017653","1046273","1075794","1106309","1137758","1169842","1202162","1234454","1266625","1298885","1331643","1365504","1400932","1437993","1476689","1517224","1559846","1604678","1651812","1701124","1752257","1804726","1858116","1912283","1967187","2022633","2078469","2134539","2190662","2246747","2302828","2359019","2415341","2471749","2528073","2584060","2639403","2693856","2747402","2800001","2851380","2901186","2949229","2995337","3039718","3083023","3126136","3169743","3214057","3258931","3304170","3349383","3394307","3438889","3483211","3527233",
"West Bank and Gaza","PSE","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1001151","1047242","1095458","1145881","1198614","1253747","1311390","1371652","1407339","1443928","1481443","1519921","1559376","1599844","1641336","1683887","1727514","1772246","1821693","1870949","1920182","1969296","2018503","2067557","2116591","2165605","2214758","2259188","2317078",
"Pacific island small states","PSS","Population, male","SP.POP.TOTL.MA.IN","428420","442122","456225","470600","485020","499313","513464","527441","541138","554414","567225","579473","591261","602850","614611","626800","639456","652485","666034","680273","695223","711154","727851","744539","760115","773864","785380","795002","803753","813058","823914","836692","851014","866204","881261","895455","908677","921148","932952","944276","955249","965866","976112","986383","997185","1008880","1021660","1035432","1049798","1064191","1078182","1091636","1104802","1117988","1131713","1146367","1162042","1178630","1195925",
"Post-demographic dividend","PST","Population, male","SP.POP.TOTL.MA.IN","366832437","372281274","377069800","381782615","386398420","390843415","394975057","398812021","402155815","406330852","410073289","414266629","418222595","421683386","425650583","429289618","432188347","435169225","438150551","441263917","444242824","447238302","449972746","452502169","454882134","457274524","459865022","462493245","465224312","468159639","471198378","474551957","477917301","481132868","484057154","486813834","489526913","492125605","494624637","497098997","499706666","502244279","504892296","507540782","510282622","512972240","515838767","518802525","521998158","524736311","527239056","528760609","531053641","533464964","535998180","538526189","541092205","543219535","545315423",
"French Polynesia","PYF","Population, male","SP.POP.TOTL.MA.IN","40149","41475","42962","44585","46263","47930","49569","51205","52885","54651","56558","58619","60807","63097","65431","67778","70111","72453","74816","77232","79712","82267","84882","87501","90095","92604","95031","97371","99639","101798","103874","105822","107675","109480","111331","113273","115325","117467","119643","121805","123907","125946","127913","129749","131368","132729","133804","134606","135224","135761","136297","136847","137425","138010","138620","139249","139900","140591","141302",
"Qatar","QAT","Population, male","SP.POP.TOTL.MA.IN","26763","29484","32796","36560","40605","44808","49078","53491","58255","63661","69895","77268","85663","94376","102425","109235","114226","117912","122082","129199","140905","157838","179099","202864","226488","247979","266930","283685","297992","309720","318911","325603","330097","333107","335581","338470","343317","351005","361141","372894","386473","399525","414464","441821","495565","584781","714241","878178","1061747","1243600","1407600","1548756","1669852","1772122","1859358","1934635","1996989","2045540","2083884",
"Romania","ROU","Population, male","SP.POP.TOTL.MA.IN","8988911","9067607","9132539","9197124","9261644","9321974","9417461","9579222","9715027","9823255","9947147","10056229","10157988","10250458","10350662","10485327","10616822","10721694","10821637","10893098","10970172","11056246","11105700","11141309","11173729","11222315","11273453","11318034","11371171","11420987","11437865","11334120","11225804","11202844","11178009","11146366","11104813","11062971","11030023","11002834","10979181","10818435","10614441","10530862","10463708","10391601","10322017","10162188","9985921","9895407","9830221","9776659","9729055","9689792","9651018","9603575","9546968","9489957","9433922",
"Russian Federation","RUS","Population, male","SP.POP.TOTL.MA.IN","53698906","54439770","55186902","55936902","56687289","57435296","57866938","58291861","58709388","59119259","59521741","59918990","60308922","60698984","61095899","61506316","62013092","62535395","63068960","63606564","64147308","64656766","65138261","65603124","66184445","66796824","67390030","67984958","68551791","69067810","69425969","69648047","69722997","69668677","69592381","69609637","69496597","69358697","69209577","68949695","68603100","68244995","67855763","67468376","67117967","66788368","66502263","66327769","66248730","66234248","66247644","66303337","66437221","66611750","66790123","66944613","67074268","67152910","67144087",
"Rwanda","RWA","Population, male","SP.POP.TOTL.MA.IN","1440666","1471245","1497769","1523242","1551921","1586836","1629220","1678160","1731964","1787962","1844261","1900485","1957503","2016182","2077854","2143523","2213362","2287141","2365049","2447204","2533653","2620775","2707652","2799805","2904938","3026306","3174411","3342396","3495958","3588565","3590956","3482881","3284811","3057725","2886809","2831245","2915555","3116348","3386310","3654618","3870074","4018118","4115546","4180146","4241369","4320664","4421528","4535851","4660209","4788240","4915414","5041309","5168343","5298025","5432589","5573536","5721307","5874981","6032949",
"South Asia","SAS","Population, male","SP.POP.TOTL.MA.IN","296422845","302718965","309244950","315998314","322975817","330174861","337597673","345244775","353110349","361186763","369470442","377957869","386656116","395585392","404772923","414238416","423984170","434004357","444299340","454867390","465703382","476810069","488177675","499772778","511551652","523482076","535538162","547722102","560062737","572604905","585374351","598376703","611579143","624921560","638322556","651719576","665075107","678389503","691682869","704993140","718339558","731722619","745103626","758415352","771570020","784501939","797189249","809639994","821857195","833855460","845650225","857233955","868558942","879788680","890933719","902020842","913082396","924092082","935030663",
"Saudi Arabia","SAU","Population, male","SP.POP.TOTL.MA.IN","2052198","2119417","2193604","2273558","2357432","2444244","2533932","2628214","2730071","2843483","2971584","3116226","3277755","3455988","3650088","3859849","4083514","4322402","4582837","4873249","5198597","5560129","5952531","6365814","6786266","7202676","7611927","8012717","8397887","8759729","9092853","9396807","9673116","9921698","10143343","10341082","10511699","10661677","10815584","11005667","11254504","11573548","11955596","12381341","12821559","13255169","13673866","14084292","14497782","14932012","15398268","15898951","16424579","16960197","17485188","17983716","18451448","18889762","19295818",
"Sudan","SDN","Population, male","SP.POP.TOTL.MA.IN","3768217","3880911","3998491","4121154","4249153","4382692","4522131","4667732","4819584","4977696","5142242","5313099","5490706","5676457","5872128","6078932","6297335","6526759","6766020","7013363","7267382","7528742","7797674","8071945","8348665","8626358","8901601","9176177","9459851","9766040","10103185","10476836","10880988","11298454","11705230","12084525","12428908","12744652","13045343","13351366","13677140","14028416","14399743","14781130","15157510","15518851","15861640","16191930","16520768","16863870","17232597","17630880","18055503","18501953","18962777","19432449","19909920","20396999","20894298",
"Senegal","SEN","Population, male","SP.POP.TOTL.MA.IN","1593240","1639362","1686947","1736251","1787618","1841292","1897156","1955070","2015235","2077881","2143033","2211224","2282086","2353645","2423294","2489351","2550914","2609096","2666801","2728117","2795996","2871406","2953575","3041571","3133769","3228918","3326604","3427063","3530384","3636816","3746332","3859329","3975143","4091475","4205261","4314533","4418395","4518036","4616134","4716487","4822012","4933727","5051341","5174911","5304098","5438737","5579027","5725507","5878679","6039125","6207231","6383092","6566455","6756779","6953300","7155371","7362825","7575479","7792569",
"Singapore","SGP","Population, male","SP.POP.TOTL.MA.IN","867319","893786","914745","933486","953283","973101","994931","1015296","1031731","1046479","1062084","1081035","1100690","1121016","1139456","1155884","1171190","1187088","1201095","1216020","1231360","1292069","1350268","1367915","1393249","1393352","1389021","1406052","1437827","1476917","1533025","1576429","1624944","1667607","1721384","1774064","1845960","1906272","1968708","1980944","2012218","2064239","2080441","2047481","2070695","2117167","2181390","2270925","2391886","2462584","2505008","2557228","2621068","2664765","2700649","2733768","2770103","2773000","2786339",
"Solomon Islands","SLB","Population, male","SP.POP.TOTL.MA.IN","63230","64928","66652","68431","70288","72263","74365","76581","78948","81486","84213","87133","90247","93523","96936","100433","104019","107695","111440","115272","119177","123172","127227","131332","135438","139523","143573","147608","151683","155873","160226","164762","169464","174333","179363","184529","189855","195319","200885","206493","212112","217736","223385","229018","234588","240077","245436","250741","256154","261928","268204","275073","282468","290293","298366","306575","314899","323349","331887",
"Sierra Leone","SLE","Population, male","SP.POP.TOTL.MA.IN","1129754","1146358","1163844","1182177","1201347","1221357","1242190","1263924","1286760","1310943","1336651","1363990","1392905","1423208","1454639","1486998","1520267","1554565","1589919","1626428","1664182","1702337","1740778","1781049","1825316","1874625","1930684","1991767","2051319","2100465","2133283","2147798","2147290","2137784","2128051","2124989","2129254","2140490","2163372","2203271","2263360","2346571","2450446","2565956","2680462","2784775","2875601","2955289","3027139","3096819","3168519","3242703","3317897","3394202","3471395","3549344","3628285","3708483","3789672",
"El Salvador","SLV","Population, male","SP.POP.TOTL.MA.IN","1363437","1404511","1447949","1493261","1539797","1587018","1634652","1682588","1730722","1778943","1827159","1875195","1922820","1969800","2015896","2060891","2104760","2147410","2188456","2227445","2264114","2298303","2330258","2360620","2390299","2419993","2449768","2479545","2509667","2540519","2572263","2605120","2638787","2672220","2704024","2733131","2759250","2782561","2803157","2821296","2837233","2850957","2862547","2872438","2881233","2889408","2897196","2904681","2912109","2919711","2927651","2936072","2945063","2954683","2964974","2975920","2987589","2999939","3012818",
"San Marino","SMR","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Population, male","SP.POP.TOTL.MA.IN","1363657","1392168","1421663","1452240","1484037","1517160","1554476","1596599","1638995","1675327","1702724","1713583","1713148","1726507","1787659","1918160","2131346","2412388","2720203","2997306","3203049","3321610","3366955","3364638","3354019","3363691","3402405","3461086","3529534","3591026","3634543","3656848","3665831","3674743","3701995","3760496","3855027","3980762","4129302","4287763","4446424","4603187","4760115","4916630","5073092","5229796","5386000","5541178","5696339","5853029","6012568","6175233","6341323","6512118","6689208","6873779","7066441","7267274","7476279",
"Serbia","SRB","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3744551","3748268","3772323","3797290","3813270","3757504","3751380","3738043","3720693","3703854","3688621","3678860","3672069","3661168","3650163","3637572","3622640","3608204","3593624","3580006","3566047","3537919","3520319","3502512","3485390","3467649","3449193","3430676","3411612",
"Sub-Saharan Africa (excluding high income)","SSA","Population, male","SP.POP.TOTL.MA.IN","112540299","115194172","117959247","120834359","123816130","126903692","130098993","133408972","136844128","140417684","144140940","148016799","152048510","156244280","160613528","165162520","169896752","174814909","179905049","185155344","190552843","196090827","201772913","207609684","213619240","219809754","226188546","232748178","239467299","246317445","253277866","260346986","267534476","274850864","282316620","289944035","297747433","305733962","313911023","322290648","330881951","339692375","348738806","358054694","367679063","377642772","387957698","398624886","409645644","421016973","432734840","444800574","457212073","469951071","482994971","496324370","509932479","523815112","537956831",
"South Sudan","SSD","Population, male","SP.POP.TOTL.MA.IN","1427858","1452991","1479436","1507226","1536388","1566972","1599001","1632501","1667524","1704159","1742462","1782540","1824476","1868336","1914216","1962208","2011557","2062224","2115785","2174387","2239104","2310299","2386023","2462157","2533184","2594795","2648099","2693631","2726226","2739410","2730167","2694412","2637719","2578601","2542146","2546065","2598362","2693448","2818738","2954899","3087979","3212659","3333498","3457978","3597677","3759939","3946745","4151808","4364046","4568208","4752910","4915871","5059244","5181889","5283728","5365950","5426089","5466798","5500870",
"Sub-Saharan Africa","SSF","Population, male","SP.POP.TOTL.MA.IN","112560711","115215212","117980899","120856609","123838986","126927179","130123137","133433776","136869609","140443848","144167794","148044272","152076730","156273003","160642828","165192534","169927384","174846169","179936462","185187002","190584774","196123147","201805438","207642182","213651925","219842677","226221610","232782584","239501729","246351993","253312535","260382113","267569794","274886973","282353747","289981725","297785665","305772612","313950387","322330741","330922362","339732780","348780425","358095835","367720118","377684171","388000245","398668024","409690147","421061925","432781138","444845504","457257087","469996443","483040590","496370664","509979206","523862342","538004524",
"Small states","SST","Population, male","SP.POP.TOTL.MA.IN","6849340","6981887","7118393","7258185","7401229","7545990","7691507","7838166","7988085","8140350","8295337","8454163","8615406","8778128","8943376","9113127","9285023","9460482","9640957","9832416","10035932","10251280","10478956","10712864","10951383","11195631","11443791","11695474","11945779","12191957","12429392","12662413","12878565","13084376","13291118","13494020","13699430","13909706","14122203","14346685","14574882","14797559","15024810","15268566","15548778","15879053","16265721","16701614","17166707","17627249","18063704","18465466","18844133","19206234","19565323","19931952","20304535","20682201","21059747",
